TransactionID,Amount,Currency,Status,TransactionDate,SettlementDate,FromAccountID,ToAccountID,ClearingHouseID,PaymentMethodID
193463,403,JPY,Settled,2025-04-27,2025-04-29,320,61,4,131
193464,91,JPY,Cleared,2024-12-25,2024-12-26,644,900,5,202
193465,1024,EUR,Cleared,2024-12-06,2024-12-07,763,1007,1,425
193466,55,USD,Cleared,2025-03-25,2025-03-27,1967,71,1,338
193467,579,GBP,Cleared,2024-12-26,2024-12-27,166,1082,5,847
193468,121,JPY,Failed,2024-10-26,2024-10-28,37,1779,3,817
193469,691,EUR,Settled,2024-02-13,2024-02-16,1631,717,2,252
193470,71,CAD,Pending,2024-11-09,2024-11-12,320,1769,4,131
193471,66,CAD,Cancelled,2024-08-20,2024-08-22,1457,363,2,398
193472,42,CAD,Pending,2024-06-24,2024-06-27,1211,1713,1,733
193473,403,GBP,Settled,2024-12-12,2024-12-13,1085,953,6,82
193474,8,EUR,Settled,2024-04-17,2024-04-19,539,768,6,512
193475,51,EUR,Settled,2024-11-28,2024-11-29,1963,1672,1,533
193476,11,CAD,Settled,2025-01-04,2025-01-06,573,281,3,744
193477,99,GBP,Settled,2025-03-06,2025-03-08,1405,102,6,187
193478,33888,USD,Cancelled,2025-04-11,2025-04-12,1831,895,3,740
193479,720,EUR,Settled,2024-04-08,2024-04-10,1061,571,3,292
193480,79,JPY,Failed,2024-04-13,2024-04-15,1666,349,1,343
193481,5695,GBP,Cleared,2025-03-07,2025-03-10,1174,753,2,440
193482,10,CAD,Settled,2024-02-13,2024-02-16,850,1793,4,829
193483,276,CAD,Settled,2025-06-14,2025-06-17,564,109,7,957
193484,330,EUR,Settled,2023-10-06,2023-10-08,644,1106,5,202
193485,587,EUR,Failed,2025-04-06,2025-04-08,183,1861,3,393
193486,55,CAD,Settled,2025-05-11,2025-05-13,883,248,3,712
193487,28788,GBP,Cleared,2024-11-25,2024-11-28,970,1006,2,219
193488,25,CAD,Settled,2024-12-24,2024-12-27,1126,1965,5,368
193489,86,JPY,Cleared,2024-10-01,2024-10-02,1425,1853,3,902
193490,69,CAD,Settled,2025-03-29,2025-03-30,971,1993,1,238
193491,49182,EUR,Settled,2024-06-27,2024-06-29,329,1578,2,841
193492,23,CAD,Settled,2024-08-27,2024-08-29,1472,853,4,897
193493,754,GBP,Settled,2025-05-07,2025-05-09,573,425,3,744
193494,866,JPY,Settled,2025-05-02,2025-05-03,1162,132,3,190
193495,76,GBP,Settled,2024-10-21,2024-10-24,1314,921,6,739
193496,33,GBP,Settled,2025-03-18,2025-03-21,871,1008,4,189
193497,17,CAD,Settled,2024-09-21,2024-09-23,1199,864,3,822
193498,10,GBP,Cleared,2024-04-14,2024-04-15,1562,1487,7,716
193499,87,GBP,Cleared,2024-04-28,2024-05-01,1883,589,2,537
193500,57,JPY,Pending,2024-12-21,2024-12-23,340,1143,2,495
193501,29452,JPY,Failed,2024-07-26,2024-07-29,257,1280,2,936
193502,3,GBP,Cleared,2024-11-20,2024-11-21,663,1711,2,4
193503,27667,CAD,Settled,2025-02-02,2025-02-04,1730,931,2,576
193504,73,EUR,Settled,2024-08-06,2024-08-07,1981,1774,5,920
193505,37621,JPY,Settled,2025-06-23,2025-06-25,984,463,1,873
193506,51,USD,Settled,2024-08-12,2024-08-14,1390,1130,5,413
193507,33,GBP,Settled,2024-08-14,2024-08-16,1472,369,4,897
193508,56,CAD,Settled,2025-03-20,2025-03-23,1798,1514,4,615
193509,138,GBP,Settled,2024-11-08,2024-11-09,1486,853,4,266
193510,836,JPY,Settled,2024-08-26,2024-08-28,1806,276,4,167
193511,29,GBP,Settled,2025-06-05,2025-06-06,801,1193,7,299
193512,930,EUR,Settled,2025-01-29,2025-02-01,573,1397,3,744
193513,980,GBP,Settled,2024-10-24,2024-10-27,1753,290,5,855
193514,540,USD,Cleared,2024-11-15,2024-11-17,777,435,5,573
193515,20,CAD,Settled,2025-05-06,2025-05-08,989,401,5,927
193516,629,GBP,Settled,2024-10-06,2024-10-08,410,804,7,704
193517,845,USD,Settled,2025-05-21,2025-05-23,1371,1669,1,133
193518,479,EUR,Settled,2025-03-15,2025-03-17,1088,1489,6,403
193519,752,CAD,Settled,2024-12-23,2024-12-24,127,661,4,402
193520,5116,USD,Settled,2025-01-09,2025-01-12,1042,2000,7,492
193521,6,USD,Settled,2025-01-30,2025-01-31,293,496,3,199
193522,15,EUR,Failed,2024-11-01,2024-11-04,1833,1270,5,893
193523,15,CAD,Cleared,2024-02-22,2024-02-25,1852,650,2,793
193524,86,EUR,Cleared,2025-05-04,2025-05-07,1320,1572,6,896
193525,94,EUR,Cancelled,2025-05-02,2025-05-03,38,1676,2,173
193526,665,USD,Cleared,2024-04-22,2024-04-25,1000,807,4,525
193527,42995,JPY,Settled,2024-11-14,2024-11-15,1728,788,1,275
193528,349,CAD,Settled,2024-12-28,2024-12-30,964,1087,1,595
193529,94,CAD,Settled,2025-04-21,2025-04-22,763,1785,1,425
193530,7381,USD,Cleared,2024-09-14,2024-09-15,720,695,3,534
193531,41,EUR,Cleared,2024-12-13,2024-12-14,871,345,4,189
193532,3,GBP,Settled,2023-11-12,2023-11-14,746,1342,5,631
193533,36,CAD,Cleared,2025-04-20,2025-04-21,327,816,2,851
193534,39,EUR,Failed,2025-04-14,2025-04-15,486,12,6,612
193535,99,CAD,Cleared,2024-04-21,2024-04-23,1246,510,4,919
193536,58,EUR,Settled,2024-10-06,2024-10-07,1127,900,5,44
193537,81,USD,Settled,2024-11-25,2024-11-28,42,817,2,934
193538,7275,EUR,Cleared,2025-07-16,2025-07-17,429,19,7,643
193539,946,GBP,Settled,2025-02-27,2025-03-02,1570,1658,7,811
193540,188,GBP,Failed,2024-07-29,2024-07-30,749,1234,5,322
193541,49496,GBP,Settled,2024-03-02,2024-03-04,123,868,1,821
193542,14,JPY,Cleared,2025-04-14,2025-04-15,1940,1802,5,177
193543,48614,CAD,Settled,2024-10-03,2024-10-05,746,435,5,162
193544,302,CAD,Cleared,2024-10-17,2024-10-18,334,1842,3,119
193545,10,EUR,Settled,2024-10-03,2024-10-06,1764,886,6,785
193546,49,JPY,Failed,2024-11-10,2024-11-11,1818,1553,4,471
193547,54,GBP,Settled,2024-08-15,2024-08-18,437,146,2,328
193548,27080,JPY,Failed,2024-07-02,2024-07-04,668,1778,1,445
193549,10,CAD,Settled,2025-05-05,2025-05-06,1203,1223,5,170
193550,72,EUR,Cancelled,2024-10-29,2024-11-01,49,185,2,648
193551,641,USD,Settled,2024-08-16,2024-08-19,984,1957,1,873
193552,28,GBP,Failed,2023-09-22,2023-09-25,662,682,4,955
193553,98,USD,Settled,2024-10-24,2024-10-26,783,496,3,921
193554,36,USD,Settled,2024-11-18,2024-11-19,1156,1598,3,116
193555,10103,CAD,Cleared,2023-07-19,2023-07-22,1827,1687,1,417
193556,38,EUR,Failed,2024-04-15,2024-04-16,1308,36,7,931
193557,7,EUR,Settled,2024-09-06,2024-09-09,178,1615,5,83
193558,92,EUR,Cleared,2025-06-11,2025-06-13,1067,845,6,998
193559,906,USD,Settled,2025-02-01,2025-02-03,1827,1329,1,417
193560,12,EUR,Failed,2024-11-29,2024-11-30,151,203,2,707
193561,21075,JPY,Settled,2025-03-27,2025-03-30,968,1890,6,608
193562,42,USD,Settled,2025-04-28,2025-04-29,1394,983,7,315
193563,76,GBP,Settled,2025-06-07,2025-06-10,1121,831,5,965
193564,98,CAD,Settled,2025-04-17,2025-04-19,438,78,4,705
193565,38,JPY,Settled,2025-04-22,2025-04-25,871,1737,4,189
193566,60,JPY,Settled,2024-09-02,2024-09-03,1179,10,5,911
193567,28,EUR,Settled,2024-11-11,2024-11-13,1127,1367,5,44
193568,199,CAD,Pending,2025-01-16,2025-01-17,887,1569,4,676
193569,44,USD,Settled,2025-01-13,2025-01-16,1894,1991,7,663
193570,78,JPY,Settled,2025-01-09,2025-01-12,1979,1930,3,436
193571,170,USD,Cancelled,2024-07-21,2024-07-22,266,1537,2,511
193572,240,GBP,Settled,2025-04-14,2025-04-17,1596,44,5,641
193573,14,CAD,Settled,2025-04-09,2025-04-10,1885,661,4,365
193574,37485,GBP,Settled,2024-06-20,2024-06-22,259,1080,5,359
193575,83,EUR,Pending,2025-06-18,2025-06-19,985,593,1,283
193576,11,JPY,Settled,2024-09-08,2024-09-09,783,922,3,921
193577,91,CAD,Cleared,2025-04-05,2025-04-08,1174,1254,2,440
193578,44,EUR,Settled,2024-08-01,2024-08-04,230,1006,2,730
193579,33,JPY,Cleared,2025-01-15,2025-01-17,1562,1436,7,716
193580,56,JPY,Cleared,2025-02-27,2025-02-28,1425,894,3,902
193581,23,CAD,Cleared,2024-10-24,2024-10-25,184,521,5,185
193582,24,CAD,Settled,2024-03-16,2024-03-19,1162,619,3,190
193583,68,GBP,Cleared,2025-02-03,2025-02-04,544,388,7,289
193584,730,JPY,Settled,2024-10-20,2024-10-23,127,927,4,402
193585,959,USD,Cleared,2025-05-24,2025-05-26,11,1739,4,569
193586,29,CAD,Settled,2024-07-08,2024-07-11,971,1524,1,238
193587,91,GBP,Pending,2025-03-10,2025-03-12,797,1740,5,879
193588,19,USD,Settled,2024-05-13,2024-05-15,66,982,2,654
193589,287,JPY,Settled,2025-01-15,2025-01-17,887,1283,4,979
193590,71,EUR,Cleared,2024-07-10,2024-07-11,371,1037,7,830
193591,519,JPY,Cleared,2024-08-29,2024-08-30,769,1213,6,344
193592,7,EUR,Cleared,2024-03-11,2024-03-14,1761,1763,2,679
193593,29,JPY,Settled,2025-01-11,2025-01-13,1480,610,6,909
193594,91,CAD,Settled,2025-02-04,2025-02-06,1088,1349,6,403
193595,453,CAD,Cleared,2024-12-24,2024-12-27,1494,467,1,113
193596,14576,CAD,Settled,2024-06-14,2024-06-16,340,1862,2,495
193597,74,CAD,Settled,2024-07-06,2024-07-09,373,805,2,255
193598,18093,GBP,Settled,2024-06-24,2024-06-27,1764,1018,6,785
193599,764,EUR,Settled,2025-06-18,2025-06-21,184,1234,5,185
193600,9,JPY,Settled,2024-10-13,2024-10-16,693,936,7,466
193601,28,USD,Settled,2025-04-13,2025-04-15,1955,566,6,55
193602,637,JPY,Cleared,2024-12-26,2024-12-29,1000,1923,4,525
193603,926,EUR,Failed,2024-05-26,2024-05-28,1680,1994,6,168
193604,62,EUR,Settled,2024-07-10,2024-07-11,245,1893,1,715
193605,36,EUR,Settled,2025-02-25,2025-02-27,1470,914,2,983
193606,37874,JPY,Settled,2024-08-20,2024-08-23,1665,1175,1,78
193607,12466,USD,Settled,2025-04-07,2025-04-09,1916,132,3,904
193608,1,CAD,Settled,2024-12-21,2024-12-23,1053,462,2,435
193609,69,EUR,Settled,2025-02-03,2025-02-05,627,12,6,64
193610,48,GBP,Settled,2024-09-08,2024-09-09,899,82,1,753
193611,41,USD,Cancelled,2024-11-05,2024-11-06,1228,113,3,698
193612,91,USD,Settled,2024-10-16,2024-10-19,1481,709,1,107
193613,117,EUR,Settled,2024-08-25,2024-08-28,1251,1386,5,581
193614,44,CAD,Settled,2023-12-06,2023-12-07,498,913,5,75
193615,78,JPY,Cleared,2025-03-12,2025-03-15,938,1507,2,233
193616,3,CAD,Failed,2025-02-22,2025-02-25,1248,1547,7,598
193617,81,GBP,Settled,2025-04-01,2025-04-03,1145,484,3,938
193618,75,GBP,Settled,2025-05-24,2025-05-26,1596,522,5,481
193619,2431,JPY,Settled,2025-01-21,2025-01-22,151,742,2,707
193620,1153,CAD,Settled,2024-12-27,2024-12-30,1232,1050,6,725
193621,218,JPY,Settled,2025-05-11,2025-05-13,964,1400,1,595
193622,7702,JPY,Settled,2025-01-01,2025-01-04,796,867,6,646
193623,868,GBP,Settled,2024-12-29,2025-01-01,429,687,7,643
193624,4,GBP,Settled,2024-10-19,2024-10-20,1413,723,6,20
193625,67,USD,Settled,2024-08-23,2024-08-24,133,254,1,212
193626,913,USD,Settled,2025-04-06,2025-04-07,1792,702,3,147
193627,8,USD,Pending,2024-11-19,2024-11-22,1264,1526,6,94
193628,25946,CAD,Settled,2024-10-25,2024-10-27,1194,275,7,668
193629,72,GBP,Settled,2024-08-17,2024-08-19,351,1660,7,27
193630,20,JPY,Settled,2025-05-01,2025-05-03,437,1862,2,328
193631,746,CAD,Cleared,2025-01-02,2025-01-04,1725,980,7,771
193632,3986,EUR,Settled,2024-03-19,2024-03-20,1741,136,1,383
193633,20836,EUR,Settled,2024-07-26,2024-07-27,1389,1836,3,356
193634,51,JPY,Settled,2024-11-07,2024-11-08,360,254,1,411
193635,21,USD,Settled,2025-06-14,2025-06-15,624,1045,1,319
193636,85,GBP,Settled,2024-07-17,2024-07-19,340,704,2,495
193637,702,CAD,Cleared,2025-03-14,2025-03-16,176,742,2,796
193638,57,CAD,Cancelled,2025-04-21,2025-04-22,908,1511,2,680
193639,35816,EUR,Settled,2024-12-18,2024-12-20,515,696,3,577
193640,51,EUR,Cleared,2024-06-04,2024-06-07,407,1909,5,699
193641,27,EUR,Cancelled,2025-07-27,2025-07-30,837,875,4,671
193642,68,CAD,Settled,2025-01-05,2025-01-07,668,161,1,445
193643,163,GBP,Cleared,2025-04-16,2025-04-17,1252,864,3,925
193644,100,CAD,Settled,2024-02-29,2024-03-02,662,1407,4,955
193645,90,GBP,Settled,2024-06-29,2024-07-02,1747,1797,4,431
193646,991,JPY,Settled,2024-12-01,2024-12-04,843,1882,7,710
193647,24,CAD,Cleared,2024-08-13,2024-08-14,1962,34,7,498
193648,638,CAD,Settled,2025-04-19,2025-04-21,843,1896,7,710
193649,58,USD,Cleared,2024-05-25,2024-05-27,1761,1624,2,679
193650,12824,JPY,Pending,2025-02-05,2025-02-08,1914,479,4,180
193651,36,EUR,Settled,2025-04-09,2025-04-12,714,1456,6,355
193652,73,CAD,Cleared,2025-03-27,2025-03-28,373,1459,2,255
193653,49,CAD,Settled,2025-03-14,2025-03-16,1164,1953,1,154
193654,119,CAD,Settled,2024-10-15,2024-10-16,1411,559,4,587
193655,14,EUR,Cleared,2024-10-30,2024-11-01,407,1906,5,459
193656,29,USD,Failed,2024-06-24,2024-06-27,1457,1564,2,398
193657,50,JPY,Settled,2024-12-09,2024-12-12,157,571,3,176
193658,60,JPY,Settled,2024-11-01,2024-11-03,336,1288,5,890
193659,9,USD,Settled,2024-07-17,2024-07-20,1160,1333,4,43
193660,76,GBP,Settled,2024-12-01,2024-12-04,692,788,1,345
193661,100,EUR,Settled,2025-01-18,2025-01-19,324,790,5,485
193662,7103,GBP,Cleared,2025-05-20,2025-05-23,774,928,7,137
193663,2,CAD,Settled,2024-01-22,2024-01-24,1589,1960,5,106
193664,861,USD,Settled,2024-09-16,2024-09-17,230,1135,2,730
193665,46,GBP,Cancelled,2024-12-25,2024-12-27,1494,208,1,113
193666,436,EUR,Settled,2025-04-30,2025-05-01,769,72,6,344
193667,991,USD,Cleared,2025-06-08,2025-06-11,1631,462,2,252
193668,14,GBP,Settled,2024-12-18,2024-12-19,1088,1370,6,403
193669,13975,JPY,Settled,2025-03-23,2025-03-24,42,1638,2,934
193670,788,CAD,Settled,2025-05-06,2025-05-09,797,461,5,879
193671,370,USD,Cleared,2024-02-25,2024-02-28,53,28,3,541
193672,43576,JPY,Settled,2024-05-29,2024-05-31,1501,3,5,854
193673,50,JPY,Settled,2025-01-29,2025-01-31,1985,223,6,334
193674,66,CAD,Settled,2025-05-28,2025-05-31,320,1992,4,131
193675,82,CAD,Failed,2024-10-17,2024-10-20,351,928,7,27
193676,741,JPY,Cancelled,2024-10-10,2024-10-12,1425,1318,3,902
193677,58,USD,Cleared,2025-03-11,2025-03-12,131,189,3,18
193678,338,USD,Settled,2025-04-08,2025-04-09,1503,1290,2,318
193679,31835,CAD,Cancelled,2024-07-14,2024-07-16,442,1997,4,670
193680,57,EUR,Settled,2025-05-21,2025-05-23,1792,864,3,264
193681,67,JPY,Settled,2025-01-31,2025-02-01,1145,490,3,506
193682,214,GBP,Settled,2024-06-06,2024-06-09,1631,1027,2,252
193683,81,GBP,Settled,2025-02-17,2025-02-20,207,1771,7,207
193684,113,GBP,Settled,2024-08-20,2024-08-23,486,1850,6,612
193685,39,GBP,Cancelled,2025-01-19,2025-01-22,1827,1713,1,417
193686,25021,USD,Settled,2025-02-14,2025-02-16,1078,1704,4,642
193687,90,JPY,Cancelled,2024-08-06,2024-08-08,1222,219,6,632
193688,505,GBP,Cleared,2025-02-22,2025-02-25,230,1733,2,730
193689,73,USD,Cleared,2024-10-21,2024-10-22,1577,132,3,772
193690,205,GBP,Cleared,2025-03-04,2025-03-05,627,158,6,64
193691,545,JPY,Cancelled,2025-01-01,2025-01-02,1435,135,2,205
193692,65,CAD,Settled,2025-05-14,2025-05-17,123,82,1,821
193693,7538,GBP,Settled,2024-02-24,2024-02-27,749,1279,5,322
193694,115,EUR,Cleared,2024-09-04,2024-09-06,360,1796,1,411
193695,6561,EUR,Settled,2024-11-16,2024-11-19,455,1280,2,884
193696,18,CAD,Cleared,2024-07-17,2024-07-19,739,945,7,79
193697,44,GBP,Cleared,2025-01-17,2025-01-19,751,1427,3,516
193698,2,CAD,Settled,2024-12-01,2024-12-02,1679,1658,7,684
193699,70,GBP,Pending,2025-02-02,2025-02-03,814,1262,3,513
193700,117,CAD,Settled,2024-06-08,2024-06-09,38,363,2,173
193701,33,JPY,Settled,2024-11-15,2024-11-16,1753,1234,5,855
193702,21148,JPY,Cancelled,2024-08-13,2024-08-16,1469,505,2,622
193703,71,EUR,Settled,2024-11-20,2024-11-21,123,1069,1,821
193704,58,GBP,Cleared,2025-05-17,2025-05-18,1217,943,7,76
193705,570,CAD,Failed,2024-07-18,2024-07-20,539,1605,6,512
193706,9,CAD,Settled,2024-11-01,2024-11-03,613,1054,7,263
193707,69,EUR,Cleared,2025-05-24,2025-05-27,17,158,6,636
193708,68,USD,Settled,2024-06-01,2024-06-04,1159,132,3,293
193709,50,GBP,Settled,2024-03-21,2024-03-22,792,1977,4,192
193710,131,CAD,Settled,2025-07-06,2025-07-07,1132,71,1,286
193711,93,CAD,Cleared,2025-05-22,2025-05-24,707,104,6,314
193712,47,JPY,Failed,2025-05-06,2025-05-08,1320,273,6,896
193713,762,USD,Cleared,2024-02-04,2024-02-07,642,1171,1,515
193714,20706,GBP,Pending,2025-06-04,2025-06-06,599,401,5,819
193715,65,JPY,Cleared,2024-03-18,2024-03-20,1232,878,6,725
193716,15,GBP,Settled,2025-04-19,2025-04-22,1112,936,7,951
193717,331,EUR,Settled,2024-10-28,2024-10-29,1984,1797,4,520
193718,8,EUR,Settled,2024-12-05,2024-12-06,930,467,1,745
193719,622,USD,Settled,2025-01-30,2025-01-31,1852,1531,2,793
193720,492,CAD,Cleared,2025-02-15,2025-02-16,1466,1872,2,421
193721,672,CAD,Settled,2023-12-19,2023-12-22,1411,450,4,587
193722,82,JPY,Settled,2024-07-07,2024-07-10,623,1791,2,282
193723,8,CAD,Settled,2024-12-15,2024-12-17,1043,952,2,781
193724,39,EUR,Settled,2024-10-08,2024-10-10,1582,1037,7,67
193725,48462,USD,Cleared,2024-08-23,2024-08-24,421,167,3,484
193726,88,USD,Settled,2024-06-25,2024-06-28,159,107,2,239
193727,23,GBP,Settled,2025-05-19,2025-05-20,1561,505,2,991
193728,4207,CAD,Cancelled,2025-01-29,2025-01-30,1012,311,5,148
193729,82,EUR,Cancelled,2024-08-28,2024-08-29,31,1448,5,118
193730,47327,USD,Settled,2025-02-25,2025-02-27,749,669,5,322
193731,43,CAD,Settled,2024-09-28,2024-10-01,178,1586,5,83
193732,10,CAD,Pending,2024-09-21,2024-09-23,984,1069,1,873
193733,81,USD,Failed,2024-06-01,2024-06-03,1201,1521,5,786
193734,43,JPY,Cleared,2024-07-12,2024-07-15,934,397,7,826
193735,33,JPY,Settled,2025-03-28,2025-03-31,51,1643,4,99
193736,93,CAD,Cleared,2024-12-16,2024-12-17,1382,842,3,49
193737,463,USD,Cancelled,2024-09-26,2024-09-29,126,471,2,942
193738,12528,EUR,Settled,2025-02-21,2025-02-24,826,728,1,439
193739,81,JPY,Cleared,2025-04-04,2025-04-06,1661,996,2,761
193740,65,GBP,Settled,2024-10-31,2024-11-02,1764,1256,6,785
193741,22,EUR,Settled,2025-04-15,2025-04-16,412,248,3,860
193742,40008,JPY,Settled,2025-05-20,2025-05-23,955,1995,6,751
193743,74,GBP,Settled,2025-04-26,2025-04-29,1749,1326,5,549
193744,72,JPY,Settled,2025-01-20,2025-01-22,53,368,3,541
193745,29,EUR,Settled,2024-01-06,2024-01-09,53,1040,3,541
193746,85,GBP,Settled,2023-10-09,2023-10-10,624,939,1,319
193747,557,JPY,Settled,2024-01-17,2024-01-18,100,954,2,220
193748,36,GBP,Settled,2024-02-20,2024-02-23,1251,404,5,581
193749,96,CAD,Cancelled,2025-04-15,2025-04-18,215,397,7,908
193750,882,CAD,Cancelled,2025-03-10,2025-03-12,379,1133,7,962
193751,727,GBP,Pending,2024-12-20,2024-12-23,438,1762,4,705
193752,44,JPY,Cleared,2024-11-16,2024-11-17,1989,1874,7,468
193753,34366,EUR,Cleared,2024-10-06,2024-10-09,1352,892,1,335
193754,97,CAD,Settled,2024-03-27,2024-03-28,1324,743,3,87
193755,7,CAD,Settled,2025-01-20,2025-01-21,215,275,7,908
193756,540,JPY,Settled,2025-04-23,2025-04-25,874,1295,2,136
193757,18,EUR,Settled,2025-05-09,2025-05-12,191,790,5,504
193758,83,JPY,Settled,2024-12-18,2024-12-19,576,1421,6,216
193759,32,USD,Settled,2025-07-08,2025-07-11,1275,106,6,791
193760,11,CAD,Settled,2025-05-12,2025-05-14,778,1499,1,616
193761,981,JPY,Cleared,2024-08-09,2024-08-10,1591,1951,5,803
193762,8464,CAD,Cleared,2024-12-04,2024-12-07,1470,1208,2,983
193763,1,GBP,Failed,2024-11-04,2024-11-06,930,1171,1,745
193764,47460,USD,Settled,2024-07-08,2024-07-10,940,586,2,81
193765,95,USD,Cleared,2024-05-20,2024-05-21,599,427,5,819
193766,70,USD,Settled,2025-05-04,2025-05-06,17,1110,6,636
193767,593,EUR,Settled,2025-02-22,2025-02-24,1985,718,6,334
193768,14,CAD,Settled,2024-11-27,2024-11-30,1940,906,5,177
193769,113,USD,Settled,2024-08-26,2024-08-29,133,788,1,212
193770,37296,GBP,Cancelled,2024-10-12,2024-10-15,1958,331,2,910
193771,765,CAD,Settled,2025-03-30,2025-04-01,933,219,6,611
193772,62,EUR,Settled,2025-06-04,2025-06-07,1053,295,2,681
193773,34,GBP,Settled,2024-06-12,2024-06-13,1145,1855,3,938
193774,44,JPY,Cleared,2024-11-13,2024-11-15,366,1770,7,376
193775,777,CAD,Settled,2024-09-18,2024-09-20,1955,1995,6,55
193776,35403,CAD,Cleared,2024-12-24,2024-12-25,1166,448,7,543
193777,37,JPY,Settled,2023-08-16,2023-08-19,266,555,2,511
193778,35,USD,Failed,2024-12-17,2024-12-20,637,533,5,755
193779,36451,EUR,Settled,2025-04-14,2025-04-17,314,448,7,878
193780,90,JPY,Settled,2024-07-16,2024-07-18,676,1628,6,970
193781,445,USD,Failed,2025-03-25,2025-03-27,1722,726,2,692
193782,50,CAD,Settled,2025-04-19,2025-04-22,1747,1793,4,431
193783,24,EUR,Settled,2024-09-27,2024-09-30,1956,1857,3,303
193784,98,GBP,Cleared,2025-06-15,2025-06-16,1078,927,4,642
193785,30673,GBP,Settled,2024-03-25,2024-03-28,564,385,7,758
193786,254,USD,Cleared,2024-04-01,2024-04-04,583,381,2,973
193787,89,EUR,Settled,2025-04-25,2025-04-27,783,23,3,921
193788,134,GBP,Cancelled,2024-11-16,2024-11-18,1591,521,5,803
193789,74,GBP,Settled,2024-10-21,2024-10-22,1749,1335,5,549
193790,9,JPY,Settled,2024-08-27,2024-08-28,408,19,7,46
193791,515,CAD,Cleared,2025-02-13,2025-02-16,1169,1096,5,752
193792,896,JPY,Settled,2024-06-25,2024-06-27,1389,828,3,356
193793,99,JPY,Settled,2024-01-26,2024-01-28,178,1521,5,83
193794,81,EUR,Failed,2025-02-28,2025-03-01,1958,1022,2,910
193795,37633,CAD,Cancelled,2024-05-05,2024-05-07,1312,44,5,837
193796,15559,CAD,Pending,2025-01-26,2025-01-27,1127,401,5,378
193797,46,EUR,Settled,2024-10-21,2024-10-22,178,1367,5,83
193798,68,EUR,Settled,2024-07-31,2024-08-01,1589,401,5,106
193799,580,GBP,Failed,2024-12-12,2024-12-13,1852,185,2,793
193800,31,CAD,Cancelled,2024-04-30,2024-05-02,1546,892,1,703
193801,51,GBP,Failed,2024-12-11,2024-12-13,1852,1787,2,793
193802,1146,CAD,Pending,2025-01-26,2025-01-27,1067,878,6,998
193803,33397,JPY,Failed,2024-04-15,2024-04-16,1472,1491,4,897
193804,61,JPY,Settled,2024-02-03,2024-02-06,957,88,5,462
193805,33,JPY,Cleared,2024-10-26,2024-10-29,823,1521,5,872
193806,838,USD,Settled,2025-02-11,2025-02-14,876,1990,3,610
193807,165,USD,Pending,2024-10-31,2024-11-01,1000,1793,4,525
193808,459,JPY,Settled,2024-10-24,2024-10-27,1160,1613,4,43
193809,7,EUR,Cleared,2024-04-02,2024-04-03,399,723,6,780
193810,70,GBP,Cleared,2024-09-17,2024-09-18,1747,1738,4,431
193811,75,JPY,Settled,2024-11-08,2024-11-11,17,1256,6,636
193812,57,USD,Cleared,2024-12-22,2024-12-25,306,1096,5,352
193813,1,JPY,Cancelled,2024-12-01,2024-12-03,741,510,4,224
193814,43188,GBP,Settled,2024-04-25,2024-04-26,940,150,2,81
193815,31,CAD,Settled,2025-03-11,2025-03-13,1251,1965,5,581
193816,9969,GBP,Cleared,2024-08-10,2024-08-11,1560,1691,1,24
193817,12,EUR,Settled,2024-06-19,2024-06-20,176,586,2,796
193818,99,GBP,Settled,2024-06-15,2024-06-18,840,278,3,912
193819,13,GBP,Settled,2024-07-12,2024-07-13,1979,1473,3,436
193820,17,JPY,Cleared,2025-06-03,2025-06-04,843,983,7,710
193821,30,CAD,Settled,2024-04-05,2024-04-06,1305,1265,7,77
193822,99,JPY,Cleared,2023-10-08,2023-10-10,1423,718,6,347
193823,329,JPY,Cleared,2024-07-24,2024-07-27,440,682,4,460
193824,769,JPY,Settled,2025-04-23,2025-04-26,1078,1518,4,642
193825,74,USD,Cancelled,2024-04-24,2024-04-25,1958,4,2,910
193826,413,CAD,Cleared,2024-10-27,2024-10-28,1789,775,4,301
193827,12,GBP,Cleared,2025-07-01,2025-07-04,1244,853,4,659
193828,94,JPY,Settled,2025-06-09,2025-06-10,89,740,4,208
193829,18,JPY,Settled,2025-04-14,2025-04-16,455,1733,2,884
193830,858,EUR,Settled,2025-05-02,2025-05-05,1263,828,3,831
193831,4,JPY,Cancelled,2025-06-24,2025-06-25,1322,982,2,453
193832,35,USD,Settled,2024-10-31,2024-11-02,746,65,5,631
193833,27674,EUR,Settled,2024-11-10,2024-11-13,1228,683,3,698
193834,5,EUR,Settled,2025-04-18,2025-04-20,157,1671,3,176
193835,59,GBP,Settled,2025-04-04,2025-04-06,1273,490,3,958
193836,29,CAD,Settled,2024-05-28,2024-05-30,320,1267,4,131
193837,39,EUR,Settled,2024-11-11,2024-11-12,576,422,6,216
193838,22,EUR,Cleared,2024-10-02,2024-10-03,497,1605,6,734
193839,360,CAD,Settled,2023-10-30,2023-11-01,1211,1602,1,733
193840,6,GBP,Settled,2024-12-06,2024-12-09,1322,1578,2,453
193841,41,GBP,Settled,2025-01-19,2025-01-20,156,427,5,713
193842,65,EUR,Settled,2024-07-12,2024-07-14,1053,586,2,575
193843,54,CAD,Settled,2024-05-28,2024-05-31,676,1489,6,970
193844,53,JPY,Cleared,2024-08-30,2024-08-31,340,1718,2,495
193845,77,USD,Settled,2024-05-05,2024-05-08,1469,776,2,622
